Age_Group,Income_Level,Primary_Financial_Goal,Risk_Tolerance,Stocks,Bonds,Real Estate,Mutual Funds,ETFs,Cryptocurrency,Recommended_Strategy
18-25,50k-100k,Wealth Accumulation,Balanced,0.02513870094797921,0.7213305476847421,0.4406283311510091,0.3123018549390022,0.48270813411323,0.9585530810454067,High-Risk Aggressive
18-25,50k-100k,Wealth Accumulation,Moderate-Conservative,0.6070807104396668,0.11303830091095834,0.4634577153341669,0.5075968340525984,0.6231018844367794,0.33174004605031115,Balanced Growth
18-25,100k-150k,Home Purchase,Moderate-Conservative,0.8062115738929425,0.795993407836953,0.3032348806999763,0.08775037969427413,0.3882788412996512,0.881425650494292,Balanced Growth
36-45,50k-100k,Wealth Accumulation,Moderate-Conservative,0.969023670636752,0.09676028637181433,0.07160999584419758,0.7472706626258211,0.3824547179294161,0.4839980626978747,Aggressive Growth
56-65,50k-100k,Education,Balanced,0.9177211761884666,0.0026683999616696763,0.1887410105460512,0.5987006522388838,0.2657667433445039,0.5641093956792153,High-Risk Aggressive
56-65,100k-150k,Home Purchase,Balanced,0.5981212266869775,0.881099285713439,0.8395976632192135,0.19093566698027686,0.06728375668644915,0.6216661304653469,Conservative Growth
18-25,0-50k,Debt Reduction,Balanced,0.9583108512902613,0.5526595069812271,0.28570860200845916,0.32896803958747556,0.7965411754524961,0.6643321522292702,High-Risk Aggressive
18-25,50k-100k,Debt Reduction,Aggressive,0.41244275392637086,0.11165045192087675,0.38393723994975315,0.80535119543742,0.6444510504625677,0.9684093321003809,Low-Risk Preservation
56-65,0-50k,Home Purchase,Aggressive,0.4736406017008332,0.2775667962694297,0.15618089144068203,0.3559793854714679,0.3864002629997294,0.0016111513791657872,Conservative Growth
65+,0-50k,Debt Reduction,Moderate-Aggressive,0.18077380360568018,0.8245778809159175,0.4153967071086767,0.6294062487800138,0.5968160307268823,0.8126711311925316,Low-Risk Preservation
26-35,150k+,Home Purchase,Moderate-Conservative,0.920559227891353,0.07846199743165205,0.1909978658815309,0.9671386950829878,0.575594989760102,0.8541544073874748,Low-Risk Preservation
65+,0-50k,Debt Reduction,Aggressive,0.3165762167293966,0.5866898937253786,0.58116795756813,0.4067331793919784,0.07382735613781266,0.5243633476083644,Low-Risk Preservation
26-35,150k+,Debt Reduction,Balanced,0.1879647813825004,0.5802173059010202,0.853894539072495,0.19641428279024453,0.01440369621759352,0.14687226580868118,Balanced Growth
26-35,100k-150k,Wealth Accumulation,Balanced,0.21891096157053158,0.30258299014639956,0.28724327580135967,0.853580948452378,0.4652813403475339,0.25718683217915195,Conservative Growth
46-55,50k-100k,Education,Moderate-Conservative,0.8105617442388693,0.3491633880453776,0.9050574650683713,0.874879156275108,0.8940732150124272,0.5084534715586374,Aggressive Growth
56-65,150k+,Retirement,Moderate-Aggressive,0.512540594922783,0.5837793128852423,0.12085474792568163,0.9437391800608554,0.5557076191736021,0.7131611378438398,Balanced Growth
56-65,0-50k,Debt Reduction,Balanced,0.9012259110102702,0.6062910126141897,0.23030328406895895,0.7248144591801017,0.8026246058484632,0.6718803088409794,Conservative Growth
65+,100k-150k,Education,Aggressive,0.7774672893597693,0.3109167724389288,0.25236884544785787,0.7740860296208086,0.8610107055413592,0.7152036599064291,Low-Risk Preservation
26-35,150k+,Education,Balanced,0.37729804396468003,0.6988519489379805,0.9175512094536077,0.6010706580883378,0.9526320918098894,0.6567769906381486,Balanced Growth
26-35,0-50k,Retirement,Moderate-Aggressive,0.9473575483922795,0.8914364991372502,0.2586643666008599,0.46437625993646325,0.5447823990778702,0.5091802633903676,Aggressive Growth
18-25,50k-100k,Retirement,Moderate-Conservative,0.028054134318921453,0.4650621836190101,0.06900490962591666,0.34249016404241706,0.6175634097404633,0.9561436193431361,Low-Risk Preservation
26-35,50k-100k,Debt Reduction,Moderate-Aggressive,0.7822102334866978,0.34832732752084894,0.7437687921207665,0.29313673645514515,0.6895557414419786,0.8529357946008144,Balanced Growth
65+,150k+,Home Purchase,Aggressive,0.4588480131898809,0.7536336510030632,0.24785338146408797,0.5670602937208445,0.45824391279712395,0.8421365471694717,Conservative Growth
65+,100k-150k,Wealth Accumulation,Moderate-Aggressive,0.3959576434142784,0.07154006537343649,0.002324081748334761,0.7507550235811222,0.9230553987255835,0.1205144172878565,High-Risk Aggressive
56-65,50k-100k,Wealth Accumulation,Balanced,0.07924102896057394,0.7441269418820502,0.9394931696393917,0.7119438712011285,0.02488447689312867,0.29125503747117365,Low-Risk Preservation
36-45,100k-150k,Education,Aggressive,0.6120425848413665,0.9155963195904481,0.014869960116476566,0.2517019385666309,0.7154708792624793,0.16558679091881212,High-Risk Aggressive
56-65,50k-100k,Education,Aggressive,0.8920051265016438,0.7644624449172183,0.20005920588812698,0.05192666369115917,0.1449340788503204,0.9621614342058605,Conservative Growth
36-45,50k-100k,Home Purchase,Moderate-Conservative,0.66693290658361,0.13757613328092788,0.303402326361486,0.4954074787141729,0.1635689418404208,0.9685119286700344,High-Risk Aggressive
26-35,150k+,Debt Reduction,Moderate-Conservative,0.030359349655881496,0.9703842026756364,0.739112008221501,0.6313952251465159,0.23586145679329962,0.5609842517588874,Low-Risk Preservation
46-55,50k-100k,Education,Moderate-Conservative,0.37323088236545554,0.5875155317455486,0.3109783837944493,0.8026732699639012,0.18524281284016253,0.4397720605269221,Conservative Growth
46-55,50k-100k,Retirement,Moderate-Conservative,0.8497440305712441,0.5310828477275207,0.7512171813559713,0.17159678352157604,0.8738831832832585,0.44487817947128416,Aggressive Growth
65+,0-50k,Debt Reduction,Balanced,0.04745032215259648,0.8273412971668013,0.20895220503896306,0.7815821367806455,0.878656408627866,0.8477429424343181,High-Risk Aggressive
56-65,100k-150k,Debt Reduction,Aggressive,0.7452294405740402,0.6233713919830955,0.22624012889839218,0.4214638586479349,0.8827344562083818,0.41546027521540707,High-Risk Aggressive
36-45,100k-150k,Retirement,Conservative,0.8059871030362054,0.9551567756763756,0.5797699551315201,0.9318123514045836,0.19906521829318313,0.2294181399000449,Conservative Growth
65+,50k-100k,Debt Reduction,Moderate-Conservative,0.662085429942529,0.9357197110637243,0.7649080338161874,0.9170589672626984,0.6678349426924726,0.30656903434046334,High-Risk Aggressive
36-45,0-50k,Retirement,Aggressive,0.8085689004546891,0.4709451640538118,0.46546359938231585,0.5690406981710459,0.6393562003488604,0.061273234973405755,Low-Risk Preservation
18-25,50k-100k,Debt Reduction,Moderate-Aggressive,0.13582938525666632,0.9399022061213984,0.4987332249634725,0.26393714651354927,0.3492270424389551,0.06726241633888064,High-Risk Aggressive
36-45,100k-150k,Wealth Accumulation,Aggressive,0.6226350577273226,0.37992195978769305,0.8291310324759344,0.08446518477417986,0.24167941168304874,0.35570983291161296,Conservative Growth
18-25,100k-150k,Retirement,Aggressive,0.07489211085858194,0.18604657963737747,0.2432935041436184,0.6796938499791976,0.6132305834673956,0.8024659676737611,High-Risk Aggressive
46-55,100k-150k,Wealth Accumulation,Conservative,0.5294381225475183,0.6983451468690417,0.1675507630942883,0.060422104185198666,0.47690266932065206,0.45679154593770743,Aggressive Growth
46-55,50k-100k,Education,Balanced,0.042648099820118746,0.3271263640043237,0.5454082303109998,0.6273031265408228,0.46559940287578405,0.9193372767767218,High-Risk Aggressive
26-35,50k-100k,Home Purchase,Moderate-Aggressive,0.9453308915935535,0.7643378241356422,0.8961072748011628,0.3996121964774898,0.6786684381249837,0.9010429270207542,Low-Risk Preservation
46-55,0-50k,Education,Conservative,0.9296065799464065,0.43650391611668093,0.5436516173443122,0.4973230392208162,0.7032219729473164,0.4800222486208763,Conservative Growth
26-35,0-50k,Retirement,Aggressive,0.8575579270339599,0.6934902195723731,0.7405060781818426,0.47825316880624824,0.9148368752561309,0.10317575484828267,Low-Risk Preservation
46-55,50k-100k,Home Purchase,Moderate-Conservative,0.21528453657855318,0.565152442950624,0.7644311025009436,0.5814675427409296,0.8518744771839747,0.528788208931465,Balanced Growth
26-35,100k-150k,Wealth Accumulation,Moderate-Aggressive,0.7096431167140895,0.5133132310801928,0.38711204169294866,0.7166251456914103,0.8372318638456983,0.24010760808580422,Balanced Growth
36-45,50k-100k,Retirement,Aggressive,0.34395126039960666,0.29337204940331874,0.7871901674654965,0.4583065649930298,0.22003649468762965,0.15660319678614099,High-Risk Aggressive
36-45,150k+,Education,Conservative,0.5518624163488964,0.8224788580864157,0.13715500889780907,0.6256153462568121,0.24782643578388652,0.19226101250002237,High-Risk Aggressive
46-55,150k+,Wealth Accumulation,Balanced,0.5234759995290867,0.14003492025393816,0.8153732869708853,0.7853427914149177,0.7736014989842803,0.48129539532121446,Aggressive Growth
46-55,0-50k,Retirement,Moderate-Conservative,0.7755147580885864,0.3569341455300782,0.4475978681208239,0.8483215147635231,0.9531173176410432,0.32838195495992084,Aggressive Growth
36-45,100k-150k,Debt Reduction,Balanced,0.14131994733053277,0.44552626395474326,0.22972187700301516,0.016790058158116516,0.7805804505340003,0.9590745736830405,High-Risk Aggressive
46-55,50k-100k,Wealth Accumulation,Balanced,0.009342288088240225,0.916242661590224,0.26790376844519403,0.9479340987695939,0.996651332248979,0.6196974591360508,Balanced Growth
65+,0-50k,Education,Moderate-Conservative,0.19040257861752397,0.7250642278560994,0.9129640103312223,0.34002207981147103,0.05441245156714636,0.4257349057841481,High-Risk Aggressive
26-35,0-50k,Retirement,Aggressive,0.08459845175406444,0.9927576688162489,0.42500763724575485,0.47844564970758385,0.1441173791293372,0.437462820880554,Low-Risk Preservation
56-65,100k-150k,Home Purchase,Aggressive,0.04542240977418044,0.5374617074007324,0.6717852966513809,0.4375150686228759,0.2872445257334023,0.01961073898110388,Low-Risk Preservation
46-55,150k+,Retirement,Moderate-Conservative,0.8316800714307543,0.7137105726610438,0.7008991076403871,0.5249286190510347,0.47950492309798975,0.9855702965774541,High-Risk Aggressive
65+,50k-100k,Education,Balanced,0.871144825379702,0.7766507492633589,0.8368340575284896,0.07118357208603254,0.8921200675179634,0.4724911027231792,Balanced Growth
26-35,150k+,Debt Reduction,Balanced,0.6211926813783022,0.21954232444918664,0.6128041450819584,0.8223542316654505,0.2969208624643256,0.23067995055252888,Low-Risk Preservation
65+,50k-100k,Home Purchase,Balanced,0.6459874297819946,0.7512785912701073,0.3179557132077464,0.044969611800819154,0.29522425687341924,0.14350599952599807,Conservative Growth
26-35,50k-100k,Wealth Accumulation,Balanced,0.6263978250931213,0.3904317137364547,0.4425164123507106,0.017725475131869728,0.40190014076660574,0.6334087380079075,Balanced Growth
46-55,50k-100k,Debt Reduction,Aggressive,0.35560697543673936,0.5497127782082409,0.6938218239514121,0.5963380994632195,0.596850832809479,0.2329170145317897,Conservative Growth
26-35,100k-150k,Retirement,Moderate-Aggressive,0.5565851124404491,0.48787012074046876,0.8297606067316489,0.8476386595332662,0.17380822877206192,0.12924830554299072,Balanced Growth
56-65,50k-100k,Retirement,Aggressive,0.013556104712698747,0.9423290983611917,0.9620020060525245,0.4443050954913139,0.44747639711502807,0.7354366451219382,Balanced Growth
56-65,50k-100k,Retirement,Balanced,0.33808712352094195,0.412757893800087,0.4547135180136562,0.8393246206070867,0.8315276811642142,0.7934744239619265,High-Risk Aggressive
26-35,50k-100k,Education,Moderate-Aggressive,0.8157040695851409,0.6465461099412904,0.5469293420020274,0.36151277518339153,0.8972935245381621,0.9592981456829887,Balanced Growth
56-65,50k-100k,Debt Reduction,Balanced,0.8113858410148984,0.6480221246780179,0.570674578310437,0.6500009362920971,0.8254162312115374,0.4771033766763072,Conservative Growth
56-65,50k-100k,Home Purchase,Aggressive,0.10369485569564219,0.4974065920501698,0.02302327770655188,0.37809834593160085,0.2647089135450382,0.5707964248707291,High-Risk Aggressive
65+,150k+,Retirement,Conservative,0.007602480508749787,0.6719338061464041,0.6957590287105521,0.5625144700700601,0.027137576271030195,0.6365940097739268,Balanced Growth
65+,0-50k,Retirement,Moderate-Conservative,0.9035441430326049,0.04518771433156843,0.766560619874504,0.16051149267208287,0.7036372747816998,0.8476611639301995,High-Risk Aggressive
36-45,50k-100k,Debt Reduction,Moderate-Conservative,0.7023689081996838,0.8902453549928498,0.8839848361858627,0.20493755806654734,0.7703852338119906,0.4787170512972828,Low-Risk Preservation
56-65,150k+,Home Purchase,Aggressive,0.388581474957963,0.1468351488330627,0.1251519674118189,0.19733681021089466,0.6112457636689062,0.44608381915971385,Conservative Growth
26-35,150k+,Retirement,Conservative,0.25094508662022086,0.7498215340817299,0.33970559462715033,0.31993229396735123,0.9549077430294807,0.1605257130524017,High-Risk Aggressive
46-55,150k+,Education,Conservative,0.7800518457374852,0.9123051416987776,0.1313759289252755,7.210549414415901e-05,0.9686762545972355,0.5263950372642383,Conservative Growth
56-65,0-50k,Debt Reduction,Balanced,0.6999803410206465,0.545393487528975,0.46195434466649143,0.37122237928755186,0.013457760995712498,0.97805810182769,Conservative Growth
46-55,150k+,Home Purchase,Balanced,0.0761685959645586,0.9718723911226883,0.4147016256095192,0.20483963356763513,0.2757620727762554,0.9847304905194089,Aggressive Growth
36-45,150k+,Retirement,Balanced,0.9186642406155973,0.24885132015526956,0.4447532879780741,0.8312285695688217,0.407356159890363,0.6892609502107911,High-Risk Aggressive
18-25,50k-100k,Debt Reduction,Balanced,0.2653462121294141,0.8102699364026639,0.8670233255925951,0.3038897149069343,0.9702731929206861,0.38610230037029847,Low-Risk Preservation
65+,50k-100k,Retirement,Conservative,0.224914503918053,0.36113659830666467,0.12379272111983675,0.5931316272061037,0.3275406806947432,0.253566974530679,High-Risk Aggressive
26-35,0-50k,Debt Reduction,Conservative,0.005363019575863492,0.20065245837977863,0.887320984603443,0.1800322173747142,0.8027928358306438,0.8135977985813534,Conservative Growth
56-65,150k+,Debt Reduction,Balanced,0.872107914681027,0.5961902820660803,0.30944589234805675,0.4990072294820853,0.9021337742290596,0.8117714496577684,Aggressive Growth
46-55,150k+,Home Purchase,Moderate-Conservative,0.377011329276157,0.2993624484168338,0.5900478841191418,0.9471189086165158,0.45398360568853635,0.976202317508761,Conservative Growth
36-45,100k-150k,Education,Moderate-Conservative,0.762940117648637,0.2835083145772035,0.4014063115827671,0.6802232512923936,0.20662829756780843,0.44534227677904104,Low-Risk Preservation
26-35,150k+,Education,Moderate-Conservative,0.4503880535943373,0.8326208425856098,0.9786516582444755,0.22142629710095507,0.08650854070597847,0.928947043205591,Aggressive Growth
26-35,50k-100k,Debt Reduction,Moderate-Conservative,0.4872281966635216,0.2744795577799539,0.5832755334002125,0.10402054929805238,0.7351941615691816,0.4353911673073573,Conservative Growth
26-35,0-50k,Debt Reduction,Conservative,0.6287030017068206,0.6996846476082742,0.3825450111967783,0.13548065578991553,0.2990029272326544,0.7893901151421093,Conservative Growth
18-25,50k-100k,Wealth Accumulation,Balanced,0.7363211536556785,0.8188915981691854,0.518311695919525,0.07665815084354766,0.21967271775326114,0.8243584254531034,High-Risk Aggressive
46-55,0-50k,Education,Moderate-Conservative,0.36236162534147787,0.7031220811311772,0.45536780181750214,0.8918045082198172,0.5556342032894527,0.3677428608785387,Conservative Growth
18-25,50k-100k,Debt Reduction,Aggressive,0.17419511736387816,0.4400464817074664,0.12936992042583928,0.3446446743564362,0.717881871552951,0.5230273738515686,Low-Risk Preservation
46-55,150k+,Education,Conservative,0.41059444101691056,0.4324074735335369,0.551058461353479,0.6073420759794885,0.6560837582974598,0.3934583234570531,Balanced Growth
26-35,100k-150k,Retirement,Aggressive,0.7978450657335185,0.10816806534772516,0.4140634622491397,0.23519948206010044,0.8714953695164965,0.29771678645052146,Conservative Growth
18-25,50k-100k,Home Purchase,Balanced,0.4772483762529912,0.4786884927684718,0.3420983152187944,0.2636799083201876,0.605177467847548,0.32839061837687344,Aggressive Growth
36-45,0-50k,Retirement,Aggressive,0.5464919220663806,0.44339053853333854,0.16495985567623161,0.042878410439869064,0.6504870566313509,0.9886873553569924,Balanced Growth
18-25,50k-100k,Home Purchase,Aggressive,0.08759410968525982,0.9491924753010876,0.8432790401718001,0.23596985628998723,0.2896709142987244,0.12485784969210711,Conservative Growth
65+,0-50k,Education,Moderate-Conservative,0.8577805416567195,0.5009837676038124,0.961512126738828,0.012458531789770855,0.1206640804100233,0.42621210439975477,Low-Risk Preservation
65+,100k-150k,Retirement,Moderate-Aggressive,0.3242760151381665,0.4031188272965064,0.06479569772561,0.6358297709143343,0.49041127038467724,0.9782290601269503,Low-Risk Preservation
56-65,0-50k,Debt Reduction,Moderate-Aggressive,0.26192769897671064,0.007545288449485543,0.3419102567643133,0.20113284753540717,0.2471920179609468,0.4644854842473505,Conservative Growth
26-35,50k-100k,Wealth Accumulation,Balanced,0.45473028735991405,0.005057211198820966,0.31417468313058916,0.7279228737700411,0.8622562303490984,0.6171655148037914,Aggressive Growth
26-35,150k+,Home Purchase,Balanced,0.9450504124223923,0.6222093554598241,0.10019957987093375,0.09082787204324938,0.015561243589585994,0.9171627967572663,Aggressive Growth
46-55,50k-100k,Debt Reduction,Moderate-Conservative,0.1601055281492637,0.4245240861410441,0.2609679395817208,0.37738952207247656,0.12721888757373145,0.7704370276474243,High-Risk Aggressive
56-65,50k-100k,Wealth Accumulation,Aggressive,0.5225767319294106,0.03318412017704242,0.7990856819824175,0.42072528043675683,0.9298310686329169,0.06585610157405719,Conservative Growth
46-55,50k-100k,Education,Balanced,0.6176153142028231,0.2508028811565598,0.12728370711179193,0.9404739660134879,0.13203676117408392,0.2848049658462548,Balanced Growth
46-55,50k-100k,Home Purchase,Aggressive,0.8256543974603153,0.7930444667197422,0.24819772355908643,0.3328606810248921,0.09620312311620882,0.2031774547068883,High-Risk Aggressive
65+,100k-150k,Home Purchase,Aggressive,0.027486429900770992,0.6913524626168539,0.28125188159484227,0.7825908847821177,0.9326797187277996,0.01864870694803311,Low-Risk Preservation
36-45,0-50k,Wealth Accumulation,Aggressive,0.7022280551947383,0.9693818269236912,0.5334778670014828,0.07367871979754315,0.15268626934702634,0.9899814138059874,High-Risk Aggressive
26-35,50k-100k,Retirement,Balanced,0.8687831681394728,0.9008161710121249,0.6932919130763369,0.5713596313383691,0.26070987527057277,0.6272297137551349,Balanced Growth
46-55,0-50k,Wealth Accumulation,Conservative,0.13492517871645227,0.16142045740324973,0.47136882575733763,0.5960305114800754,0.6703445750225585,0.5911840886963114,Conservative Growth
56-65,0-50k,Retirement,Moderate-Conservative,0.413973542581913,0.5949522421180068,0.6394841595234925,0.6365073490557414,0.018666993773637564,0.25881789414898315,Aggressive Growth
18-25,150k+,Home Purchase,Aggressive,0.5103816195311701,0.921375138293024,0.3777890572520326,0.6635032447936409,0.4903821911321825,0.5789776158035307,Balanced Growth
65+,150k+,Retirement,Conservative,0.20316546963040172,0.6917627259372106,0.42440097644033714,0.15522736173369,0.1861094083602849,0.17947853050624618,Conservative Growth
36-45,50k-100k,Education,Moderate-Conservative,0.9047836865848062,0.27525184471112774,0.9110308396001576,0.7735657462854538,0.7423097795718628,0.9009752466773792,Conservative Growth
